CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V94504,159,0.005,0.032,4.58,0.779,0.08,0.047,306,43,1383.0,8,3,0.005
V94501,175,0.005,0.055,4.58,0.524,0.043,0.038,422,64,1338.0,10,7,0.009000000000000001
V94499,171,0.005,0.032,4.55,0.877,0.075,0.046,314,44,1372.0,8,5,0.006999999999999999
V94498,156,0.005,0.028999999999999998,4.51,0.772,0.076,0.044000000000000004,345,48,1322.0,9,4,0.004
V94496,158,0.005,0.027999999999999997,4.44,0.7120000000000001,0.075,0.045,302,42,1342.0,8,3,0.004
V94495,158,0.005,0.039,4.6,0.524,0.055,0.042,343,49,1372.0,10,5,0.006999999999999999
V94494,153,0.005,0.045,4.57,0.794,0.064,0.044000000000000004,393,56,1379.0,10,5,0.003
V94493,163,0.005,0.03,4.42,0.8859999999999999,0.08,0.047,295,44,1405.0,9,4,0.004
V94491,158,0.005,0.035,4.58,0.85,0.079,0.048,317,49,1397.0,9,4,0.005
V94490,162,0.005,0.04,4.55,0.5660000000000001,0.062,0.046,346,49,1328.0,9,4,0.005
V94489,150,0.005,0.033,4.58,0.898,0.08,0.048,308,44,1328.0,9,4,0.004
V94484,150,0.005,0.052000000000000005,4.54,0.44,0.049,0.042,414,62,1452.0,12,6,0.006999999999999999
V94483,162,0.005,0.065,4.45,0.366,0.035,0.037000000000000005,494,72,1388.3496882179193,13,6,0.008
V94482,159,0.005,0.068,4.42,0.46,0.034,0.036000000000000004,501,75,1368.0,14,7,0.006999999999999999
V94481,158,0.005,0.05,4.53,0.38,0.043,0.042,393,55,1306.0,11,4,0.006
V94480,157,0.005,0.069,4.52,0.38,0.04,0.040999999999999995,502,72,1320.0,15,7,0.006
V94476,156,0.005,0.04,4.55,0.503,0.064,0.048,342,49,1376.0,10,5,0.006
V94475,162,0.005,0.043,4.55,0.5579999999999999,0.061,0.045,389,52,1396.0,10,4,0.006999999999999999
V94474,155,0.005,0.038,4.61,0.52,0.061,0.046,334,47,1388.3496882179193,9,4,0.008
V94472,157,0.005,0.028999999999999998,4.56,0.6,0.07200000000000001,0.05,314,42,1343.0,9,4,0.005
V94471,165,0.005,0.032,4.54,0.563,0.069,0.045,306,43,1381.0,8,4,0.008
V94468,156,0.005,0.059000000000000004,4.45,0.47,0.048,0.042,435,61,1369.0,12,5,0.009000000000000001
V94459,162,0.005,0.032,4.6,0.603,0.062,0.049,309,44,1390.0,9,4,0.006999999999999999
V94455,160,0.005,0.037000000000000005,4.55,0.5579999999999999,0.057999999999999996,0.044000000000000004,296,54,1353.0,8,1,0.022000000000000002
V94453,162,0.005,0.038,4.56,0.802,0.057,0.043,511,16,1270.0,12,1,0.012
V94452,157,0.005,0.038,4.58,0.45299999999999996,0.055999999999999994,0.042,332,48,1369.0,9,5,0.008
V94449,160,0.005,0.031,4.54,0.562,0.068,0.042,297,41,1415.0,8,4,0.006999999999999999
V94447,157,0.005,0.03,4.59,0.446,0.057,0.040999999999999995,297,42,1429.0,8,4,0.008
V94446,158,0.005,0.026000000000000002,4.58,0.436,0.06,0.038,322,45,1376.0,9,4,0.003
V94445,176,0.005,0.024,4.59,0.47600000000000003,0.066,0.04,273,38,1349.0,8,3,0.004
V94443,156,0.005,0.026000000000000002,4.59,0.552,0.065,0.040999999999999995,281,39,1418.0,7,3,0.006
V94440,154,0.005,0.036000000000000004,4.58,0.45399999999999996,0.061,0.049,345,47,1382.0,9,4,0.005
V94439,155,0.005,0.038,4.53,0.43799999999999994,0.06,0.045,346,47,1369.0,10,5,0.006
V94438,175,0.005,0.034,4.61,0.433,0.057,0.047,320,45,1330.0,9,4,0.004
V94437,164,0.005,0.038,4.55,0.509,0.065,0.048,335,49,1312.0,9,5,0.004
V94435,155,0.005,0.028999999999999998,4.63,0.542,0.071,0.048,310,40,1423.0,8,4,0.004
V94434,180,0.005,0.028999999999999998,4.6,0.601,0.069,0.05,296,41,1405.0,8,3,0.005
V94432,162,0.005,0.032,4.61,0.449,0.059000000000000004,0.048,316,43,1418.0,9,4,0.006
V94431,160,0.005,0.03,4.6,0.49,0.06,0.048,299,42,1422.0,7,5,0.006999999999999999
V94430,176,0.005,0.032,4.6,0.52,0.06,0.046,315,43,1464.0,8,4,0.009000000000000001
V94429,160,0.005,0.045,4.55,0.451,0.045,0.045,369,53,1278.0,10,6,0.01
V94428,164,0.005,0.047,4.53,0.42200000000000004,0.052000000000000005,0.044000000000000004,390,57,1328.0,10,5,0.006
V94427,163,0.005,0.04,4.52,0.45399999999999996,0.059000000000000004,0.047,354,48,1423.0,9,5,0.006999999999999999
V94426,152,0.005,0.040999999999999995,4.57,0.5539999999999999,0.064,0.045,392,56,1451.0,10,5,0.004
V94425,157,0.005,0.042,4.54,0.569,0.066,0.046,364,48,1419.0,9,5,0.006
V94424,155,0.005,0.040999999999999995,4.54,0.569,0.066,0.046,347,49,1373.0,9,4,0.005
V94423,179,0.005,0.042,4.51,0.574,0.065,0.046,365,49,1375.0,9,5,0.006
V94422,173,0.005,0.035,4.54,0.71,0.069,0.049,323,45,1374.0,8,4,0.005
V94421,165,0.005,0.04,4.55,0.626,0.066,0.049,359,51,1417.0,9,6,0.005
V94420,173,0.005,0.038,4.54,0.667,0.06,0.046,335,47,1392.0,9,4,0.008
V94417,143,0.005,0.05,4.52,0.39799999999999996,0.046,0.042,394,56,1353.0,10,6,0.011000000000000001
V94414,150,0.005,0.044000000000000004,4.51,0.37,0.048,0.042,366,51,1373.0,9,6,0.009000000000000001
V94413,158,0.005,0.035,4.56,0.665,0.055999999999999994,0.047,311,43,1393.0,8,4,0.005
V94412,147,0.005,0.048,4.49,0.41100000000000003,0.044000000000000004,0.04,383,54,1382.0,10,6,0.011000000000000001
V94411,159,0.005,0.057999999999999996,4.48,0.49,0.038,0.039,430,62,1388.3496882179193,12,7,0.01
V94410,158,0.005,0.069,4.4,0.384,0.035,0.04,499,70,1444.0,14,7,0.01
V94409,152,0.005,0.067,4.48,0.44,0.038,0.039,493,70,1388.3496882179193,14,7,0.011000000000000001
V94408,145,0.005,0.015,4.52,0.5539999999999999,0.055,0.045,368,52,1328.0,10,5,0.006999999999999999
V94406,167,0.005,0.035,4.55,0.654,0.064,0.051,321,45,1430.0,9,5,0.006999999999999999
V94405,156,0.005,0.034,4.54,0.529,0.061,0.047,304,43,1405.0,8,4,0.008
V94404,162,0.005,0.038,4.56,0.595,0.06,0.047,334,47,1495.0,9,5,0.008
V94403,160,0.005,0.032,4.56,0.605,0.063,0.048,305,43,1415.0,9,4,0.006
V94401,177,0.005,0.038,4.58,0.47600000000000003,0.062,0.036000000000000004,334,47,1395.0,9,5,0.006999999999999999
V94400,158,0.005,0.040999999999999995,4.6,0.419,0.057999999999999996,0.039,349,50,1372.0,10,5,0.006
V94399,157,0.005,0.045,4.6,0.457,0.05,0.045,370,54,1431.0,10,6,0.01
V94397,162,0.005,0.037000000000000005,4.52,0.436,0.047,0.046,375,54,1406.0,10,6,0.005
V94396,162,0.005,0.047,4.51,0.47700000000000004,0.048,0.042,381,53,1401.0,10,6,0.009000000000000001
V94395,167,0.005,0.05,4.48,0.46399999999999997,0.04,0.043,398,55,1396.0,11,6,0.01
V94394,163,0.005,0.052000000000000005,4.49,0.375,0.036000000000000004,0.045,397,57,1475.0,10,6,0.01
V94393,160,0.005,0.052000000000000005,4.52,0.386,0.038,0.048,405,58,1438.0,11,7,0.011000000000000001
V94392,160,0.005,0.04,4.52,0.47100000000000003,0.043,0.051,339,50,1404.0,9,5,0.01
V94391,155,0.005,0.036000000000000004,4.59,0.622,0.055999999999999994,0.05,320,45,1341.0,8,5,0.01
V94390,160,0.005,0.038,4.44,0.7090000000000001,0.061,0.048,405,56,1308.0,11,7,0.005
V94389,160,0.005,0.044000000000000004,4.52,0.551,0.05,0.044000000000000004,357,50,1337.0,10,5,0.01
V94388,174,0.005,0.054000000000000006,4.56,0.528,0.05,0.042,417,60,1337.0,11,7,0.009000000000000001
V94387,158,0.005,0.057,4.5,0.507,0.046,0.043,429,60,1346.0,12,7,0.01
V94386,161,0.005,0.059000000000000004,4.51,0.55,0.046,0.042,930,0,1278.0,23,5,0.008
V94385,158,0.005,0.062,4.5,0.6,0.049,0.042,642,42,1298.0,17,5,0.01
V94384,157,0.005,0.028999999999999998,4.55,1.33,0.11599999999999999,0.040999999999999995,302,41,1441.0,8,5,0.008
V94383,155,0.005,0.03,4.6,1.0,0.084,0.045,320,45,1416.0,9,5,0.006999999999999999
V94382,157,0.005,0.033,4.55,0.716,0.064,0.048,307,44,1375.0,10,4,0.006
V94381,158,0.005,0.038,4.51,0.77,0.066,0.049,340,47,1427.0,9,6,0.005
V94380,156,0.005,0.046,4.58,0.674,0.062,0.045,377,53,1430.0,10,6,0.008
V94379,160,0.005,0.043,4.54,0.7240000000000001,0.062,0.048,362,50,1387.0,9,6,0.009000000000000001
V94378,160,0.005,0.043,4.56,0.688,0.067,0.048,367,52,1362.0,10,6,0.006999999999999999
V94377,155,0.005,0.042,4.61,0.6920000000000001,0.062,0.046,352,51,1362.0,10,5,0.005
V94374,158,0.005,0.042,4.5,0.82,0.077,0.04,359,51,1348.0,9,6,0.008
V94373,162,0.005,0.057999999999999996,4.55,0.574,0.051,0.036000000000000004,429,61,1313.0,12,6,0.012
V94372,165,0.005,0.063,4.5,0.5,0.037000000000000005,0.038,469,71,1304.0,13,7,0.012
V94371,164,0.005,0.067,4.5,0.48,0.038,0.037000000000000005,498,70,1293.0,12,8,0.009000000000000001
V94369,154,0.005,0.063,4.51,0.742,0.06,0.043,453,65,1376.0,14,6,0.005
V94367,151,0.005,0.035,4.53,0.877,0.069,0.047,716,0,1388.3496882179193,18,4,0.008
V94366,165,0.005,0.036000000000000004,4.57,1.06,0.083,0.046,731,5,1258.0,17,0,0.006999999999999999
V94364,160,0.005,0.03,4.63,0.78,0.073,0.049,297,42,1321.0,8,4,0.006
V94362,164,0.005,0.027000000000000003,4.62,0.52,0.057,0.046,287,39,1376.0,7,4,0.009000000000000001
V94361,155,0.005,0.035,4.56,0.588,0.055,0.040999999999999995,321,45,1374.0,9,5,0.008
V94360,160,0.005,0.036000000000000004,4.53,0.713,0.062,0.042,320,45,1470.0,10,4,0.006
V94357,161,0.005,0.033,4.57,1.03,0.08800000000000001,0.048,306,45,1388.3496882179193,9,4,0.005
V94356,150,0.005,0.03,4.59,0.78,0.075,0.049,301,43,1361.0,8,4,0.006
V94355,159,0.005,0.032,4.53,0.6409999999999999,0.069,0.05,321,52,1353.0,9,6,0.005
V94354,165,0.005,0.03,4.58,0.67,0.071,0.048,296,42,1358.0,8,4,0.006
V94350,157,0.005,0.027999999999999997,4.61,0.89,0.079,0.049,309,40,1382.0,8,4,0.006
V94348,147,0.005,0.027999999999999997,4.55,0.785,0.07400000000000001,0.048,299,43,1402.0,8,4,0.006999999999999999
V94347,169,0.005,0.025,4.54,0.63,0.069,0.042,268,38,1402.0,8,4,0.01
V94346,161,0.005,0.027999999999999997,4.55,0.677,0.067,0.043,309,43,1362.0,8,5,0.01
V94345,166,0.005,0.036000000000000004,4.56,0.7290000000000001,0.063,0.05,325,46,1387.0,9,5,0.01
V94344,153,0.005,0.03,4.56,0.617,0.067,0.048,320,46,1417.0,9,5,0.005
V94343,157,0.005,0.021,4.55,0.605,0.068,0.046,295,42,1429.0,8,5,0.004
V94342,160,0.005,0.032,4.58,0.698,0.07,0.047,310,45,1393.0,8,4,0.006
V94341,153,0.005,0.036000000000000004,4.56,0.8,0.07400000000000001,0.048,318,46,1394.0,9,5,0.006
